tanggal_rilis,jam_rilis,judul_berita,link
2014-02-09T00:00:00Z,1899-12-31T04:21:00Z,Mikrolet Tabrak Warteg dan Motor,https://beritajakarta.com/read/577/Mikrolet_Tabrak_Warteg_dan_Motor_
2014-02-09T00:00:00Z,1899-12-31T05:09:07Z,Pelaku Usaha Dukung Pembentukan TGUP2 DKI,https://beritajakarta.com/read/543/Pelaku_Usaha_Dukung_Pembentukan_TGUP2_DKI
2014-02-10T00:00:00Z,1899-12-31T10:07:35Z,"Baru Ditambal, Jalan Rusak Lagi","https://beritajakarta.com/read/614/Baru_Ditambal,_Jalan_Rusak_Lagi"
2014-02-10T00:00:00Z,1899-12-31T11:07:22Z,Bus Transjakarta Baru Rusak Terkena Air Laut,https://beritajakarta.com/read/544/Bus_Transjakarta_Baru_Rusak_Terkena_Air_Laut
2014-02-10T00:00:00Z,1899-12-31T01:17:38Z,Jokowi Akan Cabut Status Siaga Darurat Banjir,https://beritajakarta.com/read/545/Jokowi_Akan_Cabut_Status_Siaga_Darurat_Banjir_
2014-02-10T00:00:00Z,1899-12-31T02:20:30Z,Dokter Bedah Plastik Asal Korsel Ditangkap,https://beritajakarta.com/read/579/Dokter_Bedah_Plastik_Asal_Korsel_Ditangkap
2014-02-10T00:00:00Z,1899-12-31T03:06:27Z,"Pasca Banjir, Sejumlah Jalan di Jakbar Rusak","https://beritajakarta.com/read/624/Pasca_Banjir,_Sejumlah_Jalan_di_Jakbar_Rusak"
2014-02-10T00:00:00Z,1899-12-31T03:27:57Z,Bank DKI Targetkan Laba Rp 1 Triliun,https://beritajakarta.com/read/563/Bank_DKI_Targetkan_Laba_Rp_1_Triliun
2014-02-10T00:00:00Z,1899-12-31T04:04:42Z,500 Rumah di Kampung Pulo Rusak Diterjang Banjir,https://beritajakarta.com/read/625/500_Rumah_di_Kampung_Pulo_Rusak_Diterjang_Banjir
2014-02-10T00:00:00Z,1899-12-31T04:53:54Z,DKI Diminta Kaji Ulang Rencana Swakelola Sampah,https://beritajakarta.com/read/564/DKI_Diminta_Kaji_Ulang_Rencana_Swakelola_Sampah
2014-02-10T00:00:00Z,1899-12-31T05:13:21Z,"Bus Baru Rusak, Dishub Harus Bertanggung Jawab","https://beritajakarta.com/read/566/Bus_Baru_Rusak,_Dishub_Harus_Bertanggung_Jawab"
2014-02-10T00:00:00Z,1899-12-31T06:10:35Z,Plaza Semanggi Diselimuti Asap Tebal,https://beritajakarta.com/read/580/Plaza_Semanggi_Diselimuti_Asap_Tebal
2014-02-10T00:00:00Z,1899-12-31T07:16:50Z,Kadis Kebersihan DKI Segera Dipensiunkan,https://beritajakarta.com/read/589/Kadis_Kebersihan_DKI_Segera_Dipensiunkan
2014-02-10T00:00:00Z,1899-12-31T07:48:58Z,Bayi Korban Banjir Diberi Asupan Pendamping ASI,https://beritajakarta.com/read/578/Bayi_Korban_Banjir_Diberi_Asupan_Pendamping_ASI
2014-02-10T00:00:00Z,1899-12-31T08:17:44Z,"Jalan Berlubang, Truk Kontainer Terguling","https://beritajakarta.com/read/581/Jalan_Berlubang,_Truk_Kontainer_Terguling"
2014-02-10T00:00:00Z,1899-12-31T09:21:49Z,Perluasan Stasiun Peti Kemas Ditolak Warga,https://beritajakarta.com/read/567/Perluasan_Stasiun_Peti_Kemas_Ditolak_Warga
2014-02-10T00:00:00Z,1899-12-31T10:05:57Z,Tanggul Kali Grogol di Jl S Parman Ditinggikan,https://beritajakarta.com/read/565/Tanggul_Kali_Grogol_di_Jl_S_Parman_Ditinggikan
2014-02-11T00:00:00Z,1899-12-31T08:19:27Z,1.207 Peserta Lolos Seleksi CPNS DKI,https://beritajakarta.com/read/568/1.207_Peserta_Lolos_Seleksi_CPNS_DKI_
2014-02-11T00:00:00Z,1899-12-31T09:29:52Z,Tiga Kakak Beradik Mengidap HIV/AIDS,https://beritajakarta.com/read/570/Tiga_Kakak_Beradik_Mengidap_HIV/AIDS
2014-02-11T00:00:00Z,1899-12-31T10:09:25Z,63 Warga Kampung Pulo Masih Mengungsi,https://beritajakarta.com/read/603/63_Warga_Kampung_Pulo_Masih_Mengungsi
2014-02-11T00:00:00Z,1899-12-31T11:05:34Z,910 Titik Jalan di Jakut Masih Berlubang,https://beritajakarta.com/read/562/910_Titik_Jalan_di_Jakut_Masih_Berlubang
2014-02-11T00:00:00Z,1899-12-31T12:41:53Z,DKI Akan Bangun Pintu Air Kali Angke,https://beritajakarta.com/read/637/DKI_Akan_Bangun_Pintu_Air_Kali_Angke
2014-02-11T00:00:00Z,1899-12-31T01:20:09Z,"Lecehkan Siswa SD, Pedagang Mainan Dipukuli Warga","https://beritajakarta.com/read/582/Lecehkan_Siswa_SD,_Pedagang_Mainan_Dipukuli_Warga_"
2014-02-11T00:00:00Z,1899-12-31T03:27:16Z,23 Ribu Korban Banjir Berobat ke Posko Kesehatan,https://beritajakarta.com/read/569/23_Ribu_Korban_Banjir_Berobat_ke_Posko_Kesehatan
2014-02-11T00:00:00Z,1899-12-31T04:14:30Z,Pembangunan Waduk Marunda Dikebut Setahun,https://beritajakarta.com/read/583/Pembangunan_Waduk_Marunda_Dikebut_Setahun
2014-02-11T00:00:00Z,1899-12-31T05:08:16Z,Inspektorat Periksa Dishub Terkait Bus Rusak,https://beritajakarta.com/read/590/Inspektorat_Periksa_Dishub_Terkait_Bus_Rusak
2014-02-11T00:00:00Z,1899-12-31T05:44:36Z,"Tergerus Hujan, Bantaran KBT Longsor","https://beritajakarta.com/read/584/Tergerus_Hujan,_Bantaran_KBT_Longsor"
2014-02-11T00:00:00Z,1899-12-31T07:11:55Z,"Harga Tanah Mahal, DKI Batal Bangun Waduk di PIK","https://beritajakarta.com/read/638/Harga_Tanah_Mahal,_DKI_Batal_Bangun_Waduk_di_PIK"
2014-02-11T00:00:00Z,1899-12-31T07:46:46Z,4 Unit BKTB Dirusak Sopir Angkot,https://beritajakarta.com/read/639/_4_Unit_BKTB_Dirusak_Sopir_Angkot
2014-02-11T00:00:00Z,1899-12-31T08:07:54Z,Ahok Duga Ada Unsur Kelalaian dalam Pengadaan Bus,https://beritajakarta.com/read/591/Ahok_Duga_Ada_Unsur_Kelalaian_dalam_Pengadaan_Bus
2014-02-11T00:00:00Z,1899-12-31T08:31:58Z,"Jadi Calo SIM, Pesulap Jalanan Ditangkap","https://beritajakarta.com/read/627/Jadi_Calo_SIM,_Pesulap_Jalanan_Ditangkap"
2014-02-11T00:00:00Z,1899-12-31T08:45:45Z,DPR dan Kapolri Diingatkan Jangan Terjebak Masalah Internal,https://beritajakarta.com/read/571/DPR_dan_Kapolri_Diingatkan_Jangan_Terjebak_Masalah_Internal
2014-02-11T00:00:00Z,1899-12-31T09:13:08Z,NJOP di Jakarta Dekati Harga Pasar,https://beritajakarta.com/read/592/NJOP_di_Jakarta_Dekati_Harga_Pasar
2014-02-11T00:00:00Z,1899-12-31T10:06:12Z,"Selidiki Bus Transjakarta, DKI Gandeng Penegak Hukum","https://beritajakarta.com/read/626/Selidiki_Bus_Transjakarta,_DKI_Gandeng_Penegak_Hukum"
2014-02-11T00:00:00Z,1899-12-31T10:17:36Z,Sidang Putusan Saham Blue Bird Ditunda,https://beritajakarta.com/read/604/Sidang_Putusan_Saham_Blue_Bird_Ditunda
2014-02-11T00:00:00Z,1899-12-31T11:38:48Z,RSUD Cengkareng Terima 30 Pasien Korban Banjir,https://beritajakarta.com/read/650/RSUD_Cengkareng_Terima_30_Pasien_Korban_Banjir
2014-02-12T00:00:00Z,1899-12-31T08:31:04Z,3 Taman Ramah Anak Akan Dibuat di Jaksel,https://beritajakarta.com/read/615/3_Taman_Ramah_Anak_Akan_Dibuat_di_Jaksel
